Rank,Title,Year,Predicted_Rating,Recommendation_Score,Keywords_From_CSV,Female_Critiques_From_CSV,Hours_Themes_Alignment_From_CSV,Awards_From_CSV,Narrative_Type_From_CSV,Director,Rated,Content_Warnings,Released,Runtime,Runtime_mins,Genre,Primary_Genre,Secondary_Genre,IMDb_Rating,imdbRating,imdbVotes,Metascore,Has_Oscar,Award_Count,Awards,Writer,Actors,Plot,Language,Country,imdbID,Type,DVD,BoxOffice,Production,Mood_Tags,Pacing,Style_Tags,Themes,Lead_Gender,Narrative_Structure,Ending_Type,Character_Arcs,Is_Adaptation,Budget_Level,Special_Effects,Filming_Location_Diversity,Has_LGBT,Has_Cinematography,Has_Screenplay,Has_Plot_Twist,Genre_Count,Is_Drama,Is_Comedy,Is_Crime,Is_History,Is_Romance,Is_Action,Is_Adventure,Is_Sci_Fi
34,Love and Doves,1985,8.116,0.644,,,,,,Vladimir Menshov,Not Rated,Not Rated,07 Jan 1985,107 min,107,"Comedy, Drama, Romance",Comedy,Drama,7.9,7.9,5789,0.0,0.0,1.0,1 nomination,Vladimir Gurkin,"Aleksandr Mikhaylov, Nina Doroshina, Lyudmila Gurchenko","As a result of a work accident in a remote Siberian village, Vasily Kuziakin receives an injury and a paid trip to a Black Sea resort as a compensation. There he meets a femme fatale, Raisa Zaharovna, and decides to stay with her. Such is the beginning of a new life for him, exciting and strange, but lacking his home, his wife Nadya, his children, and his pigeons.",Russian,Soviet Union,tt0087650,movie,N/A,N/A,N/A,"emotional, funny",fast,intimate,family,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
35,Man with a Movie Camera,1929,7.755,0.604,,,,,,Dziga Vertov,Not Rated,Not Rated,12 May 1929,68 min,68,Documentary,Documentary,Unknown,8.3,8.3,29487,96.0,0.0,2.0,1 win & 1 nomination total,Dziga Vertov,"Mikhail Kaufman, Elizaveta Svilova","This playful film is at once a documentary of a day in the life of the Soviet Union, a documentary of the filming of said documentary, and a depiction of an audience watching the film. Even the editing of the film is documented. We often see the cameraman who is purportedly making the film, but we rarely, if ever, see any of the footage he seems to be in the act of shooting!",None,Soviet Union,tt0019760,movie,N/A,N/A,N/A,neutral,fast,conventional,general,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Mimino,1977,8.163,0.65,,,,,,Georgiy Daneliya,PG,PG,27 Mar 1978,95 min,95,"Comedy, Drama",Comedy,Drama,8.1,8.1,7423,0.0,0.0,1.0,1 win total,"Revaz Gabriadze, Viktoriya Tokareva, Georgiy Daneliya","Vakhtang Kikabidze, Frunzik Mkrtchyan, Elena Proklova","Pilot Mimino works at small local airlines in Telavi, Georgia, flying helicopters between small villages. He dreams of piloting large planes for major international airlines, so he goes to Moscow for refresher courses. There in a hotel he meets truck driver Rubik from Dilijan, Armenia who is given a place in that hotel by mistake. Together they have many adventures in Moscow. However, both are homesick and long for their family, friends, and hometowns in the Caucasus.","Russian, Georgian, Armenian, English",Soviet Union,tt0076391,movie,12 Jul 2005,N/A,N/A,"emotional, funny",fast,intimate,"friendship, family",male,surreal,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Moscow Does Not Believe in Tears,1980,8.017,0.641,,,,,,Vladimir Menshov,PG,PG,11 Feb 1980,150 min,150,"Comedy, Drama, Romance",Comedy,Drama,8.0,8.0,15197,0.0,1.0,2.0,Won 1 Oscar. 3 wins & 1 nomination total,"Valentin Chernykh, Vladimir Menshov","Vera Alentova, Aleksey Batalov, Irina Muravyova","Three young provincial women come to Moscow in search of what people in all the capitals of the world are looking for - love, happiness and prosperity. Their destinies develop exactly as the character of each of the girls suggests.",Russian,Soviet Union,tt0079579,movie,N/A,N/A,N/A,"emotional, funny",slow,intimate,love,unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
38,Mother,1926,7.661,0.611,,,,,,Vsevolod Pudovkin,Not Rated,Not Rated,29 May 1934,89 min,89,Drama,Drama,Unknown,7.4,7.4,3122,0.0,0.0,0.0,N/A,"Maxim Gorky, Nathan Zarkhi","Vera Baranovskaya, Nikolay Batalov, Aleksandr Chistyakov","Russian director Vsevolod I. Pudovkin's ""Mother"" is the chronicle of an individual's transformation from political naivete to Marxist awareness set during the 1905 Russian Revolution. Pudovkin uses innovative montage techniques and camera angles to tell this bold story of national unrest through the eyes of a working class woman.",None,Soviet Union,tt0017128,movie,N/A,N/A,N/A,emotional,fast,intimate,general,unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Mother and Son,1997,7.734,0.613,,,,,,Aleksandr Sokurov,N/A,N/A,06 Feb 1998,73 min,73,Drama,Drama,Unknown,7.3,7.3,4384,0.0,0.0,2.0,4 wins & 5 nominations total,Yuriy Arabov,"Aleksei Ananishnov, Gudrun Geyer",A slow and poignant story of love and patience told via a dying mother nursed by her devoted son. The simple narrative is a thread woven among the deeply spiritual images of the countryside and cottage.,Russian,"Russia, Germany",tt0119711,movie,N/A,N/A,N/A,emotional,fast,intimate,love,female,linear,neutral,minimal,original,low,minimal,medium,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Office Romance,1977,8.09,0.649,,,,,,Eldar Ryazanov,Not Rated,Not Rated,26 Oct 1977,159 min,159,"Comedy, Drama, Romance",Comedy,Drama,8.2,8.2,11272,0.0,0.0,1.0,1 nomination total,"Emil Braginskiy, Eldar Ryazanov","Alisa Freyndlikh, Andrey Myagkov, Svetlana Nemolyaeva","Anatoli Yefremovich Novoseltsev works in a statistics institution, whose director is an unattractive and bossy woman. An old friend of his, Yuri Grigorievich Samokhvalov, who gets appointed assistant director of the institution, wants to make Novoseltsev the head of the department but encounters objections from Ludmila Prokopievna Kalugina, the director. Samokhvalov then advises Novoseltsev to lightly hit on the boss. Ironically, Novoseltsev and Kalugina fall in love with each other...",Russian,Soviet Union,tt0076727,movie,N/A,N/A,N/A,"emotional, funny",epic,intimate,"love, friendship",unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
41,Only Old Men Are Going to Battle,1974,8.173,0.653,,,,,,Leonid Bykov,N/A,N/A,12 Aug 1974,92 min,92,"Comedy, Drama, War",Comedy,Drama,8.2,8.2,5958,0.0,0.0,0.0,N/A,"Leonid Bykov, Yevgeni Onopriyenko, Aleksandr Satsky","Leonid Bykov, Sergey Podgornyy, Sergei Ivanov","Stunning WWII flying sequences as the Soviet Air Force battles the Luftwaffe. Veteran Russian pilots teach their new recruits about life, death &amp; love. When the older men fly into battle, will the young pilots be ready to fight - and how many will return?","Russian, Ukrainian",Soviet Union,tt0070861,movie,N/A,N/A,N/A,"emotional, dark, funny",fast,"intimate, epic",love,unknown,linear,tragic,minimal,original,low,minimal,low,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Operation 'Y' & Other Shurik's Adventures,1965,8.18,0.657,,,,,,Leonid Gaidai,TV-G,TV-G,16 Aug 1965,95 min,95,"Comedy, Crime, Drama",Comedy,Crime,8.4,8.4,15154,0.0,0.0,2.0,1 win & 1 nomination,"Leonid Gaidai, Yakov Kostyukovskiy, Moris Slobodskoy","Aleksandr Demyanenko, Mikhail Pugovkin, Aleksei Smirnov","The movie consists of 3 short movies, each about Shurik - a nerdy student.. 1. ""Naparnik"" (""Partner""). Shurik has a fight in a bus with a bully named Fedya because Fedya didn't want to allow a pregnant woman to take his place. Fedya is punished by community work at a construction site, where Shurik also works part-time. Of course, Fedya wants revenge... 2. ""Navazhdenie"" (""Strange Impression""). It's final exam time. Shurik (like other students) is very busy trying to find material to study. Suddenly he notices necessary material in someone's hands. Shurik follows this person all over the city reading over the shoulder, not even noticing who this person is and where they are going. Next day, after having met a beautiful girl, Shurik constantly has an impression that he's already seen her, visited her apartment etc... 3. ""Operatsiya Y"" (""Operation Y""). A depository director, trying to cover up embezzlement on his depository, hires 3 crooks to simulate robbery. The plan is to get there at night, overpower an old lady guard and break a few things to make an impression of a big crime. The problem is that the very night the operation ""Y"" was planned for, the old lady-guard asked the tenant of her apartment (that of course happened to be Shurik) to guard the depository for her.",Russian,Soviet Union,tt0059550,movie,22 Apr 2003,N/A,N/A,"emotional, dark, funny",fast,intimate,revenge,ensemble,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
43,Peculiarities of the National Hunt,1995,7.481,0.572,,,,,,Aleksandr Rogozhkin,Not Rated,Not Rated,06 Oct 1996,93 min,93,Comedy,Comedy,Unknown,7.4,7.4,4844,0.0,0.0,2.0,5 wins & 2 nominations total,Aleksandr Rogozhkin,"Ville Haapasalo, Viktor Bychkov, Sergey Russkin","A Finn preparing a work on the Russian hunting traditions and customs, comes to Russia to collect materials and is invited to take part in a hunting party. His flamboyant companions include an Army general, with more than a passing resemblance to Aleksander Lebed, a police detective, local forest ranger (a devotee of Zen Buddhism) and some big-city types from St. Petersburg. Inevitably, their good intentions soon give way to endless drinking, visits to local farm girls and much else besides.","French, German, English, Finnish, Russian",Russia,tt0114055,movie,N/A,N/A,N/A,funny,fast,conventional,friendship,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Pokrov Gates,1983,8.11,0.643,,,,,,Mikhail Kozakov,N/A,N/A,11 Feb 1983,140 min,140,"Comedy, Drama, Musical",Comedy,Drama,7.9,7.9,3162,0.0,0.0,0.0,N/A,Leonid Zorin,"Oleg Menshikov, Sofiya Pilyavskaya, Leonid Bronevoy","Stories from the lives of the tennants of the Moscow's communal apatment: Kostik, who is a college student, lives with his aunt while studying; Arkady Velyurov who is a performing artist; Khobotovs, who are a divorced couple; and Sava, who is Margarita Khobotov's new fiance. All these people live in one apartment and their lives constantly touch each other's.",Russian,Soviet Union,tt0083465,movie,N/A,N/A,N/A,"emotional, funny",slow,intimate,general,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Prisoner of the Mountains,1996,8.125,0.636,,,,,,Sergei Bodrov,R,R,31 Jan 1997,99 min,99,"Drama, War",Drama,War,7.5,7.5,4795,0.0,1.0,2.0,Nominated for 1 Oscar. 14 wins & 6 nominations total,"Arif Aliev, Sergei Bodrov, Boris Giller","Oleg Menshikov, Sergey Bodrov, Susanna Mekhraliyeva","Based upon a short story by Leo Tolstoy, two Russian soldiers, Sacha and Vania, are ambushed by Muslim rebels in the grandly forbidding Caucasus and taken prisoner. Although complete understanding never fully emerges, their bittersweet ordeal reveals the human soul of two vastly different cultures.","Russian, Turkish, Georgian, Chechen","Russia, Kazakhstan",tt0116754,movie,N/A,"$790,078",N/A,emotional,medium,"intimate, epic",general,unknown,linear,bittersweet,minimal,original,low,minimal,medium,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Repentance,1984,8.077,0.646,,,,,,Tengiz Abuladze,PG,PG,18 May 1987,153 min,153,Drama,Drama,Unknown,8.1,8.1,4998,0.0,0.0,2.0,12 wins & 2 nominations,"Tengiz Abuladze, Nana Janelidze, Rezo Kveselava","Avtandil Makharadze, Zeinab Botsvadze, Ia Ninidze","The day after the funeral of Varlam Aravidze, the mayor of a small Georgian town, his corpse turns up in his son's garden and is secretly reburied. But the corpse keeps returning, and the police eventually capture a local woman, who is accused of digging it up. She says that Varlam should never be laid to rest because he was responsible for a Stalin-like reign of terror that led to the disappearance of many of her friends...","Georgian, Russian, Italian, German",Soviet Union,tt0093754,movie,N/A,"$215,496",N/A,emotional,epic,intimate,friendship,ensemble,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Seventeen Moments of Spring,1973,5.33,0.316,,,,,,,N/A,,1973-08-11,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0069628,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
48,Shadows of Forgotten Ancestors,1965,8.158,0.644,,,,,,Sergei Parajanov,N/A,N/A,04 Sep 1965,97 min,97,"Drama, Romance",Drama,Romance,7.8,7.8,8792,0.0,0.0,2.0,2 wins & 2 nominations,"Ivan Chendej, Mikhail Kotsiubinsky, Sergei Parajanov","Ivan Mikolaychuk, Larisa Kadochnikova, Tatyana Bestayeva","In a Carpathian village, Ivan falls in love with Marichka, the daughter of his father's killer. When tragedy befalls her, his grief lasts months; finally he rejoins the colorful life around him, marrying Palagna. She wants children but his mind stays on his lost love. To recapture his attention, Palagna tries sorcery, and in the process comes under the spell of the sorcerer, publicly humiliating Ivan, who then fights the sorcerer. The lively rhythms of village life, the work and the holidays, the pageant and revelry of weddings and funerals, the change of seasons, and nature's beauty give proportion to Ivan's tragedy.",Ukrainian,Soviet Union,tt0058642,movie,N/A,N/A,N/A,"emotional, dark",medium,intimate,"love, family",male,linear,tragic,redemption,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
49,Siberiade,1979,8.179,0.671,,,,,,Andrey Konchalovskiy,N/A,N/A,16 May 1980,190 min,190,"Drama, History, Romance",Drama,History,7.9,7.9,2355,0.0,0.0,2.0,2 wins & 2 nominations,"Valentin Yezhov, Andrey Konchalovskiy","Vladimir Samoylov, Vitali Solomin, Yevgeny Perov","The story about a very small god-forgotten village in Siberia reflects the history of Russia from the beginning of the century till early 80s. Three generations try to find the land of happiness and to give it to the people. One builds the road through taiga to the star over horizon, the second 'build communism' and the third searches for oil. The oil is found but the destruction of the old cemetry and everything the people of the village cared for followed to get the 'black treasure' of Siberia.","Russian, German",Soviet Union,tt0079907,movie,N/A,N/A,N/A,emotional,epic,intimate,general,unknown,linear,neutral,tragedy,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
50,Solaris,1972,8.139,0.645,,,,,,Andrei Tarkovsky,PG,PG,26 Sep 1972,167 min,167,"Drama, Mystery, Sci-Fi",Drama,Mystery,7.9,7.9,102460,93.0,0.0,2.0,2 wins & 4 nominations total,"Stanislaw Lem, Fridrikh Gorenshteyn, Andrei Tarkovsky","Natalya Bondarchuk, Donatas Banionis, Jüri Järvet","The Solaris mission has established a base on a planet that appears to host some kind of intelligence, but the details are hazy and very secret. After the mysterious demise of one of the three scientists on the base, the main character is sent out to replace him. He finds the station run-down and the two remaining scientists cold and secretive. When he also encounters his wife who has been dead for ten years, he begins to appreciate the baffling nature of the alien intelligence.","Russian, German",Soviet Union,tt0069293,movie,N/A,"$22,168",N/A,"emotional, suspenseful",epic,"intimate, surreal",general,male,linear,neutral,minimal,original,low,practical_effects,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51,Strike,1925,7.573,0.611,,,,,,Sergei Eisenstein,Not Rated,Not Rated,N/A,82 min,82,Drama,Drama,Unknown,7.6,7.6,8788,0.0,0.0,0.0,N/A,"Grigoriy Aleksandrov, Sergei Eisenstein, Ilya Kravchunovsky","Grigoriy Aleksandrov, Maksim Shtraukh, Mikhail Gomorov","In Russia's factory region during Czarist rule, there's restlessness and strike planning among workers; management brings in spies and external agents. When a worker hangs himself after being falsely accused of thievery, the workers strike. At first, there's excitement in workers' households and in public places as they develop their demands communally. Then, as the strike drags on and management rejects demands, hunger mounts, as does domestic and civic distress. Provocateurs recruited from the lumpen and in league with the police and the fire department bring problems to the workers; the spies do their dirty work; and, the military arrives to liquidate strikers.",None,Soviet Union,tt0015361,movie,N/A,N/A,N/A,emotional,fast,intimate,general,unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Ten Little Indians,1987,8.192,0.644,,,,,,Stanislav Govorukhin,N/A,N/A,28 Dec 1987,137 min,137,"Crime, Drama, Mystery",Crime,Drama,7.7,7.7,3277,0.0,0.0,0.0,N/A,"Agatha Christie, Stanislav Govorukhin","Vladimir Zeldin, Tatyana Drubich, Aleksandr Kaydanovskiy","Ten people are invited to a desolate island by a mysterious host. Upon arriving, a mysterious voice recording accuses each of them of a murder committed in the past. And then someone begins to kill them one by one, choosing his methods from a grisly children's poem that hangs in every room of the house...",Russian,Soviet Union,tt0092879,movie,N/A,N/A,N/A,"emotional, dark, suspenseful",slow,intimate,family,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
53,The Adventures of Sherlock Holmes and Doctor Watson: Mortal Fight,1980,7.854,0.615,,,,,,Igor Maslennikov,N/A,N/A,N/A,65 min,65,"Crime, Mystery",Crime,Mystery,8.6,8.6,2115,0.0,0.0,0.0,N/A,"Arthur Conan Doyle (stories), Vladimir Valutskiy (screenplay)","Vasiliy Livanov, Vitali Solomin, Rina Zelyonaya, Borislav Brondukov","After upsetting the criminal underground in 'the Master Blackmailer' case, Sherlock Holmes has to face his archenemy: Prof. Moriarty.",Russian,Soviet Union,tt0229922,movie,N/A,N/A,N/A,"dark, suspenseful",fast,conventional,general,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54,The Adventures of Sherlock Holmes and Dr. Watson: The Adventures of Sherlock Holmes and Doctor Watson: Mortal Fight,1980,5.32,0.316,,,,,,Igor Maslennikov,N/A,,1980-09,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0229922,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
55,The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles,1981,5.32,0.316,,,,,,,N/A,,1981-07-25,0 min,0,,,,0.0,0.0,0,,,,,,,,,,tt0083100,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
56,The Ascent,1977,8.216,0.655,,,,,,Larisa Shepitko,N/A,N/A,02 Apr 1977,111 min,111,"Drama, War",Drama,War,8.2,8.2,11540,0.0,0.0,1.0,4 wins total,"Vasiliy Bykov, Yuri Klepikov, Larisa Shepitko","Boris Plotnikov, Vladimir Gostyukhin, Sergey Yakovlev","Two Soviet partisans on a mission to gather food contend with the winter cold, the occupying Germans, and their own psyches.","Russian, German",Soviet Union,tt0075404,movie,N/A,N/A,N/A,emotional,medium,"intimate, epic",general,unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,The Banishment,2007,8.152,0.638,,,,,,Andrey Zvyagintsev,N/A,N/A,18 Jan 2018,157 min,157,"Drama, Romance",Drama,Romance,7.5,7.5,9396,59.0,0.0,2.0,8 wins & 12 nominations total,"William Saroyan, Artyom Melkumyan, Oleg Negin","Konstantin Lavronenko, Maria Bonnevie, Aleksandr Baluev","A married couple with kids comes to the father's childhood home in the countryside. In the evening, his wife tells him that she is pregnant, but the baby is not his. In one day, Alex loses everything. He doesn't know whether revenge or forgiveness is the right choice, but he must make it. The film was digitally restored for its first official online release.",Russian,Russia,tt0488905,movie,N/A,N/A,N/A,"emotional, dark",epic,intimate,"redemption, revenge, family",male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
58,The Barber of Siberia,1998,7.972,0.657,,,,,,Nikita Mikhalkov,N/A,N/A,20 Feb 1999,180 min,180,"Comedy, Drama, History",Comedy,Drama,7.7,7.7,12943,0.0,0.0,2.0,1 win & 4 nominations,"Nikita Mikhalkov, Rustam Ibragimbekov, Rospo Pallenberg","Julia Ormond, Oleg Menshikov, Aleksey Petrenko","Douglas is a foreign entrepreneur, who ventures to Russia in 1885 with dreams of selling a new, experimental steam-driven timber harvester in the wilds of Siberia. Jane is his assistant, who falls in love with a young Russian officer, André, and spends the next ten years perfecting the harvester, and pursuing her love, who has been exiled to Siberia.","Russian, English, French, German","Russia, France, Italy, Czech Republic, United States",tt0120125,movie,N/A,N/A,N/A,"emotional, funny",epic,intimate,love,ensemble,surreal,neutral,minimal,original,low,minimal,high,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
59,The Cameraman's Revenge,1912,7.421,0.575,,,,,,Wladyslaw Starewicz,Not Rated,Not Rated,27 Oct 1912,12 min,12,"Animation, Short, Comedy",Animation,Short,7.7,7.7,3431,0.0,0.0,0.0,N/A,Wladyslaw Starewicz,N/A,"A jilted husband takes his revenge by filming his wife and her lover and showing the result at the local cinema. This was one of Starewicz' first animated films, and stars very realistic animated beetles.",None,Russia,tt0001527,movie,N/A,N/A,N/A,"dark, funny",fast,conventional,"revenge, love",unknown,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60,The Color of Pomegranates,1969,7.808,0.646,,,,,,Sergei Parajanov,Not Rated,Not Rated,27 Jan 1982,79 min,79,"Biography, Drama, History",Biography,Drama,7.6,7.6,14428,0.0,0.0,2.0,1 win & 1 nomination,"Sayat Nova, Sergei Parajanov","Sofiko Chiaureli, Melkon Alekyan, Vilen Galstyan","One of cinema's greatest masterpieces, Sergei Parajanov's ""The Color of Pomegranates,"" a biography of the Armenian troubadour Sayat Nova (King of Song) reveals the poet's life more through his poetry than a conventional narration of important events in Sayat Nova's life. We see the poet grow up, fall in love, enter a monastery and die, but these incidents are depicted in the context of what are images from Sergei Parajanov's imagination and Sayat Nova's poems, poems that are seen and rarely heard. Sofiko Chiaureli plays 5 roles, both male and female, and Sergei Parajanov writes, directs, edits, choreographs, works on costumes, design and decor and virtually every aspect of this one-of-a-kind work hailed as revolutionary by Mikhail Vartanov.","Armenian, Azerbaijani, Georgian",Soviet Union,tt0063555,movie,N/A,N/A,N/A,emotional,fast,intimate,"love, coming-of-age",male,surreal,neutral,growth,biography,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
61,The Cuckoo,2002,8.045,0.636,,,,,,Aleksandr Rogozhkin,PG-13,PG-13,12 Sep 2002,99 min,99,"Comedy, Drama, War",Comedy,Drama,7.7,7.7,8048,69.0,0.0,2.0,24 wins & 11 nominations,Aleksandr Rogozhkin,"Anni-Kristiina Juuso, Ville Haapasalo, Viktor Bychkov","September of 1944, a few days before Finland went out of the Second World War. A chained to a rock Finnish sniper-kamikadze Veikko managed to set himself free. Ivan, a captain of the Soviet Army, arrested by the Front Secret Police 'Smersh', has a narrow escape. They are soldiers of the two enemy armies. A Lapp woman Anni gives a shelter to both of them at her farm. For Anni they are not enemies, but just men.","Saami, Finnish, Russian, German",Russia,tt0308476,movie,N/A,"$243,936",N/A,"emotional, funny",fast,"intimate, epic",general,female,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
62,The Dawns Here Are Quiet,1972,8.187,0.675,,,,,,Stanislav Rostotskiy,PG-13,PG-13,04 Nov 1972,188 min,188,"Drama, History, War",Drama,History,8.1,8.1,5071,0.0,1.0,1.0,Nominated for 1 Oscar. 1 nomination total,"Stanislav Rostotskiy, Boris Vasilev","Andrey Martynov, Irina Dolganova, Elena Drapeko","Based on the eponymous book by Boris Vasilyev, the film is set in Karelia (North-West of Russia, near Finland) in 1941 during WWII. In a beautiful and quiet wilderness far from the front-line there is an anti-aircraft artillery point, where corporal Vaskov is stationed with a group of many young women in training. One of the women while sneaking from camp to visit her young son sees two German paratroopers. Vaskov takes five of the women to stop the two paratroopers, but finds sixteen paratroopers instead, leaving the small group of patriots to engage the enemy in an unequal fight.","Russian, German",Soviet Union,tt0068161,movie,N/A,N/A,N/A,emotional,epic,"intimate, epic",survival,female,linear,neutral,minimal,based_on,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
63,The Destiny of a Man,1959,8.083,0.642,,,,,,Sergey Bondarchuk,N/A,N/A,12 Apr 1959,103 min,103,"Drama, War",Drama,War,7.9,7.9,4004,0.0,0.0,1.0,1 win total,"Yuriy Lukin, Fyodor Shakhmagonov, Mikhail Sholokhov","Sergey Bondarchuk, Pavel Boriskin, Zinaida Kirienko","The story of a man (Andrey Sokolov) whose life was ruthlessly crippled by World War II. His wife and daughters were killed during the bombing of his village, he spent some time as a prisoner, and his only son was killed in action only a few days before the victory...","Russian, German",Soviet Union,tt0053317,movie,N/A,N/A,N/A,emotional,medium,"intimate, epic",general,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,The Diamond Arm,1969,8.035,0.618,,,,,,Leonid Gaidai,Not Rated,Not Rated,01 Nov 1998,94 min,94,"Adventure, Comedy, Crime",Adventure,Comedy,8.3,8.3,16674,0.0,0.0,0.0,N/A,"Leonid Gaidai, Yakov Kostyukovskiy, Moris Slobodskoy","Yuriy Nikulin, Nina Grebeshkova, Andrey Mironov","Semyon Gorbunkov goes on a cruise. In Istanbul, he slips and breaks his arm. What he didn't know is that this was a signal for a gang of smugglers (a real smuggler - Gena - was also on board the same ship). So his arm gets bandaged with gold and diamonds. After he returns home, the gangsters are trying to get their stuff back, while the police try to catch them using Gorbunkov and his arm.",Russian,Soviet Union,tt0062759,movie,N/A,N/A,N/A,"dark, exciting, funny",fast,conventional,general,male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
65,The Garage,1980,8.158,0.648,,,,,,Eldar Ryazanov,N/A,N/A,10 Mar 1980,96 min,96,"Comedy, Drama",Comedy,Drama,8.0,8.0,4507,0.0,0.0,0.0,N/A,"Emil Braginskiy, Eldar Ryazanov","Alla Budnitskaya, Eldar Ryazanov, Lyudmila Tsvetkova","The members of a Soviet cooperative have pooled their money to have a badly needed parking garage built. But it turns out that the garage will have four fewer spaces than planned. In brutal Soviet style, the four least-well connected members are evicted from the cooperative in a mock vote, losing their entire investment. But one member, Malayeva, does the unthinkable. As if taking on the entire corrupt Soviet system, she quixotically locks down the meeting room and throws away the key. Chaos reigns through the night until the privileged are forced to negotiate for the first time in their lives. A madcap, rollicking, biting satire that Brezhnev banned.",Russian,Soviet Union,tt0079193,movie,N/A,N/A,N/A,"emotional, funny",fast,intimate,general,female,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
66,The Girls,1962,7.909,0.601,,,,,,Yuriy Chulyukin,N/A,N/A,07 Mar 1962,98 min,98,"Comedy, Romance",Comedy,Romance,7.8,7.8,4739,0.0,0.0,2.0,1 win & 2 nominations total,Boris Bednyj,"Nadezhda Rumyantseva, Nikolay Rybnikov, Lyusena Ovchinnikova",Tonya has just graduated from the trade school and found a job as a cook in a Siberian village. She is naive but open hearted and kind. When Ilya starts flirting with her she takes it as a true romance only to discover that Ilya had a bet with his friends to seduce her. She stops talking with him but Ilya has already fallen in love with her.,Russian,Soviet Union,tt0134614,movie,N/A,N/A,N/A,"emotional, funny",fast,intimate,"love, friendship",female,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
