Rank,Title,Year,Predicted_Rating,Recommendation_Score,Keywords_From_CSV,Female_Critiques_From_CSV,Hours_Themes_Alignment_From_CSV,Awards_From_CSV,Narrative_Type_From_CSV,Director,Rated,Content_Warnings,Released,Runtime,Runtime_mins,Genre,Primary_Genre,Secondary_Genre,IMDb_Rating,imdbRating,imdbVotes,Metascore,Has_Oscar,Award_Count,Awards,Writer,Actors,Plot,Language,Country,imdbID,Type,DVD,BoxOffice,Production,Mood_Tags,Pacing,Style_Tags,Themes,Lead_Gender,Narrative_Structure,Ending_Type,Character_Arcs,Is_Adaptation,Budget_Level,Special_Effects,Filming_Location_Diversity,Has_LGBT,Has_Cinematography,Has_Screenplay,Has_Plot_Twist,Genre_Count,Is_Drama,Is_Comedy,Is_Crime,Is_History,Is_Romance,Is_Action,Is_Adventure,Is_Sci_Fi
26,From Afar,2015,7.884,0.606,"Gay Romance, Class, Caracas, Father Issues",N/A (Primarily male-centric narrative),"Limited Alignment: A story of male desire, loneliness, and class tension between two men.",Venice (Golden Lion),Male,Lorenzo Vigas,Unrated,Unrated,02 Sep 2016,93 min,93.0,"Drama, Romance",Drama,Romance,6.6,6.6,4125,73.0,0.0,2.0,11 wins & 26 nominations,"Lorenzo Vigas, Guillermo Arriaga","Alfredo Castro, Luis Silva, Jericó Montilla","Armando, a middle-aged owner of a Caracas dental prosthesis business, is estranged from his father, who he observes occasionally from a distance. He finds a young man of the streets who negotiates a fee high enough for the boy to be used to provide Armando's masturbatory object. Although a following encounter ends in a beating for Armando, he continues to make the boy dependent. What is the final result that Armando desires? Is it something more than a conflicted relationship with a hustler?",Spanish,"Venezuela, Mexico",tt4721400,movie,N/A,"$30,169",N/A,emotional,medium,intimate,love,male,linear,neutral,minimal,original,low,minimal,medium,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,Gloria,2013,8.057,0.621,"Middle-aged Woman, Divorcee, Dance Clubs, Self-Discovery",A celebratory yet clear-eyed look at a woman's right to desire.,"Complex Female Narrative: A radiant portrait of a woman ""of a certain age"" authoring her own happiness and sexuality. It's filled with both loneliness (anguish) and joyous resilience.","Berlin (Best Actress), Goya Award",Female,Sebastián Lelio,R,R,09 May 2013,110 min,110.0,"Comedy, Drama, Romance",Comedy,Drama,6.9,6.9,9761,83.0,0.0,2.0,25 wins & 19 nominations total,"Sebastián Lelio, Gonzalo Maza","Paulina García, Sergio Hernández, Diego Fontecilla","Divorced for more than ten years, Gloria, a vibrant 58-year-old office clerk in Santiago and mother of two grown-up kids, craves for adventure, refusing to spend the rest of her life in solitude and self-pity. Instead, the vivacious Gloria embraces her freedom, and because of her love for dance and an aching longing for companionship, she will meet Rodolfo, a recently divorced former naval officer, and will daringly decide to give love a second chance. Regretfully; however, Rodolfo comes with baggage, and even though Gloria is sincerely attracted to him, reality's harsh truth will inevitably bring her face-to-face with towering obstacles, rather than undiluted excitement and ardent passion. In the end, Gloria alone, yet surrounded by people, sad but at the same time happy, will she ultimately find the strength to overcome them?","Spanish, English","Chile, Spain",tt2425486,movie,N/A,"$2,107,925",N/A,"inspiring, funny, emotional",fast,intimate,"love, friendship, redemption",female,linear,neutral,growth,original,low,minimal,medium,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
28,GriGris,2013,8.013,0.609,"Dancer, Disability, Crime, Dreams, N'Djamena",N/A (Primarily male-centric narrative),Limited Alignment: A character study of a male dancer with a paralyzed leg who turns to crime.,Cannes (Official Selection),Male,Mahamat-Saleh Haroun,N/A,N/A,10 Jul 2013,101 min,101.0,Drama,Drama,Unknown,6.4,6.4,594,59.0,0.0,2.0,2 wins & 5 nominations,Mahamat-Saleh Haroun,"Souleymane Démé, Anaïs Monory, Cyril Gueï","Despite a paralyzed leg, Grigris, 25 year old, dreams of being a dancer. A challenge. But his dreams are dashed when his stepfather falls critically ill. To save him, Grigris resolves to work for petrol traffickers.","French, Arabic","Chad, France, Belgium",tt2852394,movie,N/A,N/A,N/A,emotional,medium,intimate,general,male,surreal,neutral,minimal,original,low,minimal,high,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Hand of Fate,2013,6.7,0.415,,,,,,Dean G. Christakis,N/A,N/A,N/A,6 min,6.0,"Short, Drama",Short,Drama,0.0,0.0,0,0.0,0.0,0.0,N/A,Daniel J. Cavallini,"Laura Michelle, Jessica Froelich, Ariana Cavallini","Madison Ames is the sole survivor of a car accident, leaving her with severe disabilities. Madison suffers psychological torment at the hands of her guardian, Megan Trubault. Her friend, Tiffany Washburn, can do little to help.",N/A,N/A,tt2784506,movie,N/A,N/A,N/A,emotional,fast,intimate,friendship,female,linear,neutral,minimal,original,low,minimal,unknown,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Harmony Lessons,2013,8.11,0.631,,,,,,Emir Baigazin,N/A,N/A,05 Dec 2013,120 min,120.0,Drama,Drama,Unknown,7.3,7.3,1030,0.0,0.0,2.0,20 wins & 19 nominations,Emir Baigazin,"Timur Aidarbekov, Aslan Anarbayev, Mukhtar Andassov","Aslan is a 13-year-old loner who lives with his grandmother on a farm somewhere on the steppes of Kazakhstan. When he goes to school, he becomes the victim of bullying by the local thug Bolat. Shy and taciturn Aslan, supported by the relentless new student Mirsayin, starts to seek cruel revenge on the bully.","Kazakh, Russian","Kazakhstan, Germany, France",tt2385101,movie,N/A,N/A,N/A,"emotional, dark",medium,intimate,revenge,male,linear,neutral,minimal,original,low,minimal,high,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Himalaya,1999,8.187,0.637,,,,,,"Eric Valli, Michel Debats",N/A,N/A,22 Jun 2001,108 min,108.0,Drama,Drama,Unknown,7.4,7.4,5788,73.0,1.0,2.0,Nominated for 1 Oscar. 8 wins & 3 nominations total,"Nathalie Azoulai, Olivier Dazat, Louis Gardel","Thilen Lhondup, Gurgon Kyap, Lhakpa Tsamchoe","An aging chief's last stand, lessons for the new, and the education of a young chief-to-be played against harsh Nature in Nepal's Dolpo. When his son dies returning from Tibet's salt lakes, Tinle blames Karma, his son's friend, refuses to give Karma his blessing as the new chief, and organizes a rival caravan to take the salt to lower Nepal to trade for grain. He, a few old men, his son's widow, his grandson, and his second son, a monk, set out on the arduous journey. Fearing storms, Karma has led his caravan out of the village before the auspicious day ordained by the lamas. Tinle's group catches Karma's before the final pass; the two stubborn men lock wills with Tinle's grandson watching.",Tibetan,"France, Switzerland, United Kingdom, Nepal",tt0210727,movie,N/A,"$2,619,885",N/A,emotional,medium,intimate,friendship,male,linear,neutral,minimal,original,low,minimal,high,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Honeyland,2019,8.06,0.643,"Beekeeping, Nature, Exploitation, Mother-Daughter",A powerful portrait of female resilience against patriarchal neighbors.,"Complex Female Narrative: A stunning portrait of female autonomy and resilience. Hatidze is the author of her own life, living by a code (""take half, leave half"") in harmony with nature. Anguish: Her peaceful existence is shattered by patriarchal, capitalist forces, leading to profound loss. Artistic Expression: The cinematography itself is a form of poetic expression, framing her life with the beauty and harshness of her surroundings.",Oscar Nom. (Doc & Int'l Film),Female (Beekeeper Hatidze's life),"Tamara Kotevska, Ljubomir Stefanov",Unrated,Unrated,26 Jul 2019,89 min,89.0,"Documentary, Drama",Documentary,Drama,8.0,8.0,19657,85.0,1.0,2.0,Nominated for 2 Oscars. 37 wins & 55 nominations total,"Tamara Kotevska, Ljubomir Stefanov","Hatidze Muratova, Nazife Muratova, Hussein Sam","The last female beehunter in Europe must save the bees and return the natural balance in Honeyland, when a family of nomadic beekeepers invade her land and threaten her livelihood. This film which is filmed in Macedonia is an exploration of an observational Indigenous visual narrative that deeply impacts our behavior towards natural resources and the human condition.","Serbo-Croatian, Serbian, Croatian, Turkish, Macedonian, Bosnian","North Macedonia, United States, Switzerland",tt8991268,movie,N/A,"$815,082",N/A,emotional,fast,intimate,family,female,linear,neutral,minimal,original,low,minimal,high,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,I Am Not a Witch,2017,7.995,0.618,"Witch Camp, Satire, Magical Realism, Girlhood",Powerful allegory for the scapegoating and exploitation of women.,"Complex Female Narrative & Anguish: A devastatingly quiet film about a girl labeled a witch. Her silent anguish and the systemic oppression she faces are the core of this sharp, artistic satire.","BAFTA (Outstanding Debut), Cannes",Female,Rungano Nyoni,N/A,N/A,07 Sep 2018,93 min,93.0,"Comedy, Drama",Comedy,Drama,6.9,6.9,4411,80.0,0.0,2.0,Won 1 BAFTA Award17 wins & 38 nominations total,Rungano Nyoni,"Maggie Mulubwa, Henry B.J. Phiri, Nancy Murilo","Following a banal incident in her local village, 8-year old girl Shula is accused of witchcraft. After a short trial she is found guilty, taken into state custody and exiled to a witch camp. At the camp she takes part in an initiation ceremony where she is shown the rules surrounding her new life as a witch. Like the other residents, Shula is tied to a ribbon which is attached to a coil that perches on a large truck. She is told that should she ever cut the ribbon, she'll be cursed and transformed into a goat.","English, Nyanja, Bemba, Tonga (Tonga Islands)","United Kingdom, France, Germany, Zambia",tt6213284,movie,N/A,"$50,868",N/A,"funny, emotional",fast,intimate,general,female,linear,neutral,minimal,original,low,minimal,high,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,I Am You,2019,7.874,0.606,,,,,,Sonia Nassery Cole,N/A,N/A,30 Aug 2019,89 min,89.0,Drama,Drama,Unknown,6.6,6.6,260,0.0,0.0,2.0,9 wins & 1 nomination,"Sonia Nassery Cole, Arman Khan, Sean O'Byrne","Damla Sönmez, Mert Ramazan Demir, Cansu Tosun","I Am You is inspired by the story of a refugee, the horrendous conditions before his heroic journey, the heartbreaking indifference confronting him along the way, and the uplifting power and humanity found in hope, truth and justice.","English, Dari, Turkish","United States, Turkey",tt7011130,movie,N/A,N/A,N/A,"emotional, uplifting",fast,intimate,"justice, love",male,linear,neutral,minimal,original,low,minimal,medium,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Impuros,2018,7.938,0.609,,,,,,,N/A,,,60.0 min,60.0,"Action, Crime, Drama",,,8.1,8.1,1151,,,,,,,,,,tt9070896,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
36,Ixcanul,2015,8.059,0.625,"Indigenous Girl, Volcano, Pregnancy, Tradition vs. Modern",A stark look at how indigenous female bodies are marginalized.,"Complex Female Narrative & Anguish: A potent, atmospheric film about a young woman whose desires and traumatic experience are silenced by multiple layers of oppression—patriarchal and colonial.",Berlin (Silver Bear),Female,Jayro Bustamante,Not Rated,Not Rated,25 Nov 2015,93 min,93.0,Drama,Drama,Unknown,7.1,7.1,3317,83.0,0.0,2.0,23 wins & 24 nominations,Jayro Bustamante,"María Mercedes Coroy, María Telón, Manuel Antún","María, a seventeen-year-old Mayan (Kaqchikel) girl, lives on the slopes of an active volcano in Guatemala. An arranged marriage awaits her, but her suitor must first spend months working in the city. It is a world María knows nothing of, but is forced to grapple with when problems arise.","Maya, Spanish","Guatemala, France",tt4135844,movie,N/A,"$295,157",N/A,emotional,medium,intimate,general,female,linear,neutral,minimal,original,low,minimal,medium,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Jibun no ana no nakade,1955,8.111,0.634,,,,,,Tomu Uchida,N/A,N/A,28 Sep 1955,125 min,125.0,Drama,Drama,Unknown,7.4,7.4,50,0.0,0.0,0.0,N/A,"Tatsuzô Ishikawa, Yasutarô Yagi","Rentarô Mikuni, Yumeji Tsukioka, Mie Kitahara","Amidst endless construction and aircraft noise, a family whose father died slowly disintegrates. While daughter Tamiko struggles with her stepmother Nobuko's attempts to marry her off to careless physician Ihura, her bed-ridden br...",Japanese,Japan,tt0326991,movie,N/A,N/A,N/A,emotional,slow,intimate,family,female,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,José and Pilar,2010,7.979,0.613,"Author, Biography, Marriage, Legacy, Creativity",Pilar is the supportive wife; film centers on José's genius and illness.,,Sophia Award (Portugal),Balanced (Focus on couple José Saramago & Pilar del Río),Miguel Gonçalves Mendes,N/A,N/A,01 Apr 2012,117 min,117.0,"Documentary, Biography",Documentary,Biography,8.2,8.2,2520,0.0,0.0,2.0,5 wins & 6 nominations,N/A,"João Afonso, Àngels Barceló, Pilar del Río","""José and Pilar,"" a documentary by Miguel Gonçalves Mendes, is a deeply moving story about love, loss and literature. It follows the days of José Saramago, the Nobel-laureate Portuguese novelist, and his wife, Pilar del Rio. The film shows their whirlwind life of international travel, his passion for completing his masterpiece, ""The Elephant's Journey"" and how their love quietly sustains them throughout. ""Jose and Pilar"" reveals the hidden Saramago, unravels any preconceived notions about him, and proves that genius and simplicity are indeed compatible. It is a funny and touching portrait on the endurance of the artistic spirit. A glimpse into the life of one of the greatest creators of the 20th century, it shows us that, as Saramago says, ""There is always another way to say everything.""","Portuguese, Spanish","Portugal, Spain, Brazil",tt1789810,movie,N/A,N/A,N/A,neutral,medium,conventional,love,male,linear,tragic,minimal,novel,low,minimal,high,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Joyland,2022,8.172,0.641,"Transgender, Patriarchy, Desire, Family Secrets, Lahore",A groundbreaking critique of patriarchy and exploration of queer/female desire.,"Complex Female Narrative: While centered on a male protagonist, the film's most powerful critiques and emotional depths belong to its female (and trans) characters. It explores the anguish of repressed female desire (Mumtaz) and the struggle for a trans woman (Biba) to exist authentically. Artistic Expression: A beautifully shot, quietly devastating critique of patriarchy that gives voice to the silenced.","Cannes Jury Prize, Oscar Nom.",Ensemble (Family rocked by trans romance),Saim Sadiq,N/A,N/A,18 Nov 2022,126 min,126.0,"Comedy, Crime, Drama",Comedy,Crime,7.6,7.6,7583,82.0,0.0,2.0,19 wins & 19 nominations total,"Saim Sadiq, Maggie Briggs","Ali Junejo, Rasti Farooq, Alina Khan",The youngest son in a traditional Pakistani family takes a job as a backup dancer in a Bollywood-style burlesque and quickly becomes infatuated with the strong-willed trans woman who runs the show.,"Urdu, Punjabi","Pakistan, United States",tt19719976,movie,N/A,"$306,500",N/A,"funny, emotional, dark",slow,intimate,family,female,linear,neutral,minimal,original,low,minimal,medium,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
40,Ju Dou,1990,8.159,0.64,"Adultery, Dye Mill, Patriarchy, Color, Tragedy",A tragic portrait of female sexuality crushed by oppressive patriarchal systems.,"Complex Female Narrative: Ju Dou's entire life is a battle against the oppressive patriarchal structure of the dye mill. Her sexuality and desire for freedom are the engine of the plot. Anguish: Her anguish is relentless, as every attempt at escape or happiness is crushed. Artistic Expression: The film is an artistic tour de force, using vivid, suffocating colors and dramatic lighting to externalize her inner turmoil.",Oscar Nominee (Int'l Film),Female (Ju Dou's oppression and rebellion),"Yimou Zhang, Fengliang Yang",PG-13,PG-13,01 Apr 1991,95 min,95.0,"Drama, Romance",Drama,Romance,7.6,7.6,9438,79.0,1.0,2.0,Nominated for 1 Oscar. 8 wins & 6 nominations total,Heng Liu,"Gong Li, Wei Li, Baotian Li",A woman married to the brutal and infertile owner of a dye mill in rural China conceives a boy with her husband's nephew but is forced to raise her son as her husband's heir without revealing his parentage in this circular tragedy. This tale of romantic and familial love in the face of unbreakable tradition is more universal than its setting.,Mandarin,"China, Japan",tt0099902,movie,N/A,"$1,986,433",N/A,"emotional, dark",medium,intimate,"love, family",female,linear,tragic,minimal,original,low,minimal,medium,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41,Killer,1998,7.116,0.54,"Crime, Dostoevsky Adaptation, Social Alienation",N/A (Primarily male-centric narrative),Limited Alignment: A minimalist crime film focused on a male protagonist's moral descent.,Oscar Nominee (Kazakhstan),Male,Darezhan Omirbayev,N/A,N/A,06 Jan 1999,80 min,80.0,"Action, Crime, Thriller",Action,Crime,6.7,6.7,313,0.0,0.0,2.0,2 wins & 1 nomination,"Darezhan Omirbayev, Limara Zjeksembajeva","Talgat Assetov, Roksana Abouova, Ye. Abdigaliyev","Marat works as a personal driver in Almaty, capital of Kazakhstan. When he hits a Mercedes, the nightmare begins. The loan he accepts to pay for the damages puts him at the mercy of a Mafia boss.",Russian,"Kazakhstan, France, Switzerland",tt0157124,movie,N/A,N/A,N/A,"exciting, suspenseful, dark",fast,conventional,general,male,linear,neutral,minimal,original,low,practical_effects,high,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
42,La Yuma,2009,7.757,0.6,"Female Boxer, Slums, Ambition, Social Mobility",A story of a young woman fighting for a better life.,"Alignment: A gritty, female-centric narrative about a woman authoring her own destiny through physical strength and determination.",Best Film (Central America),Female,Florence Jaugey,R,R,29 Sep 2010,90 min,90.0,"Action, Drama, Romance",Action,Drama,6.6,6.6,248,0.0,0.0,2.0,7 wins & 2 nominations,"Florence Jaugey, Juan Sobalvarro, Edgar Soberón Torchia","Alma Blanco, Rigoberto Mayorga, Gabriel Benavides",This is the story of Yuma a strong-willed and rebellious girl from the poor neighborhoods of Managua who dreams of being a boxer.,Spanish,"Nicaragua, Mexico, Spain, France",tt1581322,movie,N/A,N/A,N/A,"emotional, exciting",fast,intimate,general,unknown,surreal,neutral,minimal,original,low,CGI_heavy,high,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
43,La cathédrale,2006,6.963,0.532,,,,,,Harrikrisna Anenden,N/A,N/A,24 Jun 2007,78 min,78.0,Drama,Drama,Unknown,5.2,5.2,25,0.0,0.0,1.0,1 nomination,Ananda Devi,"Ingrid Blackburn, Ashwin Anenden, Gaston Valayden","Every day, Lina wakes up in the morning, tidies up the house, brings some tea to her hard-working father and to her hypochondriac mother, and runs out as soon as she can. What is she running from? Even she doesn't know. She goes to the Saint-Louis cathedral, where she meets her friend Ram, an ice lolly seller, who shares with her his simple human wisdom; Sanjay, the shy student who loves her secretly and tries in vain to muster up the courage to tell her; and all her other friends, who feel her charm and her grace as a secret light, when she dances on the steps in front of the cathedral. Of the cathedral, she only knows the stone steps on which she sits or dances. And yet, the cathedral, who is telling us this story, waits for her every day and embraces her with its mystical presence without her being aware of it. Yet, on this particular day, the routine of Lina's days is changed. A stranger, a photographer looking for unusual images of the island, happens to see her while she is dancing, and tries to entice her with a vision of a different future. Lina's narrow, enclosed world opens up suddenly, and her habits are disrupted. Her life is changed because she is forced to make a choice. To decide whether she will accept to meet the photographer again, and take up this opportunity to leave the dust and noise of the city, the poverty of her life and a family that seems to be falling apart, or refuse to open up to this dream. Whether she accepts or refuses, her life will no longer be the same and she will no longer be free: she will have faced up to the reality of her existence. We will never know whether it is the right choice or not. But that's not the point. The point is that, in the course of this single day in Port-Louis, a carefree young girl has finally grown up.","English, French, Morisyen",Mauritius,tt1042258,movie,N/A,N/A,N/A,"inspiring, emotional",fast,intimate,"love, friendship, family",female,surreal,neutral,"redemption, growth",original,low,minimal,low,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,La estrategia del caracol,1993,8.107,0.639,"Eviction, Community, Solidarity, Slum, Comedy",Women participate in the struggle but are not the central strategists.,,International acclaim,Ensemble (Community of tenants),Sergio Cabrera,N/A,N/A,25 Dec 1993,116 min,116.0,"Comedy, Drama",Comedy,Drama,7.7,7.7,2987,0.0,0.0,2.0,12 wins & 3 nominations total,"Sergio Cabrera, Humberto Dorado, Jorge Goldenberg","Fausto Cabrera, Frank Ramírez, Delfina Guido","A lot of people live in an abandoned house; after many years of quiet living, the owner of the house wants them out. They try whatever they can to avoid being evicted, without success. But one of them thinks of a way of saving, at least, their dignity.",Spanish,"Colombia, Italy, France",tt0109747,movie,N/A,N/A,N/A,"funny, uplifting, emotional",fast,intimate,general,unknown,linear,happy,minimal,original,low,minimal,high,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Lionheart,2018,7.348,0.531,"Family Business, Female CEO, Patriarchy, Nigeria",A story of a daughter proving herself in a male-dominated world.,"Alignment: A clear narrative of female authorship as Adaeze fights to lead her father's company, exploring the anguish of patriarchal resistance.","Netflix Original, Disqualified from Oscar",Female,Genevieve Nnaji,TV-PG,TV-PG,04 Jan 2019,95 min,95.0,Comedy,Comedy,Unknown,5.7,5.7,1553,0.0,0.0,1.0,1 win,"Ishaya Bako, Emil Garuba, Genevieve Nnaji","Genevieve Nnaji, Nkem Owoh, Pete Edochie","Running a company can be challenging, especially for a female in a male-dominated industry. Looking to prove her worth, Adaeze steps up to the challenge when health issues force her father, Chief Ernest Obiagu, to take a step back. Ironically, he appoints his crude, eccentric brother Godswill to run the company with his young daughter instead. Complications arise when they discover that the family business is in dire financial straits and Adaeze and Godswill each try to save the company, with crazy and often hilarious results.","English, Hausa, Ibo",Nigeria,tt7707314,movie,N/A,N/A,N/A,funny,fast,conventional,family,ensemble,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Lunana: A Yak in the Classroom,2019,8.274,0.644,"Bhutan, Teacher, Rural, Happiness, Culture Clash",Female characters are traditional and supportive of the male protagonist's growth.,,Oscar Nominee (Int'l Film),Male (City teacher's journey to remote village),Pawo Choyning Dorji,N/A,N/A,03 Apr 2020,110 min,110.0,"Drama, Family",Drama,Family,7.5,7.5,7304,76.0,1.0,2.0,Nominated for 1 Oscar. 20 wins & 10 nominations total,Pawo Choyning Dorji,"Sherab Dorji, Ugyen Norbu Lhendup, Kelden Lhamo Gurung","A young teacher in modern Bhutan, Ugyen, shirks his duties while planning to go to Australia to become a singer. As a reprimand, his superiors send him to the most remote school in the world, a glacial Himalayan village called Lunana, to complete his service. He finds himself exiled from his Westernized comforts after an arduous 8 day trek just to get there. There he finds no electricity, no textbooks, not even a blackboard. Though poor, the villagers extend a warm welcome to their new teacher, but he faces the daunting task of teaching the village children without any supplies. He wants to quit and go home, but he begins to learn of the hardship in the lives of the beautiful children he teaches, and begins to be transformed through the amazing spiritual strength of the villagers.","Dzongkha, English","Bhutan, China",tt10189300,movie,N/A,N/A,N/A,emotional,medium,intimate,family,male,linear,neutral,growth,book,low,minimal,medium,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Maangamizi: The Ancient One,1999,7.552,0.57,"Mental Hospital, Ancestral Healing, Spirituality, Women",A visionary film about intergenerational female healing.,"High Alignment: A deeply spiritual and artistic film centered on the complex relationship between a patient, a doctor, and an ancestral figure. It's about women healing each other's anguish across time.",Acclaimed at Pan-African fests,Female,"Martin Mhando, Ron Mulvihill",N/A,,,110.0 min,110.0,Drama,,,7.1,7.1,83,,,,,,,,,Tanzania,tt0236461,movie,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
48,Mama Colonel,2017,7.818,0.581,,,,,,Dieudo Hamadi,N/A,N/A,12 Nov 2017,72 min,72.0,Documentary,Documentary,Unknown,7.0,7.0,84,0.0,0.0,2.0,2 wins & 3 nominations,N/A,N/A,"Colonel Honorine worked in Bukavu's police force for years as part of the Child Protection and Anti-Sexual Violence Unit, highly regarded for its effectiveness and the confidence it has able to restore in the community. But when Colonel Honorine is transferred to Kisangani, she must start over from scratch. Shortly after arriving in her new post, dozens of victims of sexual violence from the 6-Day War between Rwandan and Ugandan troops, land in her office. Thus begins a new challenge for the Colonel who is determined to fight for the recognition and support of these forgotten women, these outdated lives.","Lingala, Swahili","France, Congo, Netherlands, United States",tt7133098,movie,N/A,N/A,N/A,neutral,fast,conventional,family,unknown,linear,neutral,minimal,original,low,minimal,high,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Monster,2019,7.936,0.611,"Multiple Perspectives, Motherhood, School, Truth","Brilliantly deconstructs the ""hysterical mother"" trope.","High Alignment: A masterful exploration of subjective truth and maternal anguish. Its complex, Rashomon-like structure deeply aligns with The Hours' interest in the multifaceted nature of female experience and perception.",Cannes (Best Screenplay),Ensemble,Nelson Venkatesan,Not Rated,Not Rated,17 May 2019,139 min,139.0,"Comedy, Drama, Family",Comedy,Drama,6.7,6.7,2885,0.0,0.0,1.0,3 nominations,"Sankar Dass, Nelson Venkatesan","S.J. Suryah, Priya Bhavani Shankar, Karunakaran","Anjanam faces many rejections in his love life and also tenancy issues, as he's living in rental home. Longing for peace, he buys his own house, which brings him the love of his life. But it doesn't stay long, as there is a new found trouble in house. Whether he is able to marry his girlfriend and live peacefully in his home is the story this fictional comedy.",Tamil,India,tt9077038,movie,N/A,N/A,N/A,"funny, emotional",slow,intimate,"love, friendship",male,linear,neutral,minimal,original,low,minimal,low,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Moolaadé,2003,8.168,0.64,"Female Genital Mutilation, Village, Rebellion, Women","A seminal feminist film from Africa, celebrating female solidarity and power.","Complex Female Narrative: The ultimate film about female authorship and rebellion. The protagonist, Collé, uses an ancient spell of protection (moolaadé) to author a new reality for the girls in her village, defying male elders. Anguish: The film confronts the physical and psychological anguish of FGM directly. Artistic Expression: Ousmane Sembène uses vibrant colors, music, and powerful symbolism to tell a story of triumphant female resistance.",Cannes (Un Certain Regard),Female (Women's rebellion against FGM),Ousmane Sembene,Unrated,Unrated,09 Mar 2005,124 min,124.0,Drama,Drama,Unknown,7.6,7.6,4215,91.0,0.0,2.0,6 wins & 10 nominations,Ousmane Sembene,"Fatoumata Coulibaly, Maimouna Hélène Diarra, Salimata Traoré","In an African village this is the day when six 4-9-year-old girls are to be 'cut' (the act of female genital mutilation) All children know that the operation is horrible torture and sometimes lethal, and all adults know that some cut women can only give birth by Caesarean section. Two of the girls have drowned themselves in the well to escape the operation. The four other girls seek ""magical protection"" (moolaadé) by a woman (Colle) who seven years before refused to have her daughter circumcised. Moolaadé is indicated by a coloured rope. But no one would dare step over and fetch the children. Moolaadé can only be revoked by Colle herself. Her husband's relatives persuade him to whip her in public into revoking. Opposite groups of women shout to her to revoke or to be steadfast, but no woman interferes. When Colle is at the wedge of fainting, the merchant takes action and stops the maltreatment. Therefore he is hunted out of the village and, when out of sight, murdered.","Bambara, French","Senegal, Burkina Faso, Morocco, Tunisia, Cameroon, France",tt0416991,movie,N/A,"$215,646",N/A,"emotional, dark",slow,intimate,family,female,linear,neutral,minimal,original,low,minimal,high,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Mossane,1996,7.852,0.617,"14-year-old beauty, Forced Marriage, Spirituality, Tradition",Centered on female agency vs. patriarchal control.,"Complex Female Narrative: The titular Mossane is desired by all, but the film is about her own desires and tragic struggle for autonomy. Anguish: The profound anguish of being a commodity and the spiritual weight of tradition.",FESPACO,Female,Safi Faye,N/A,N/A,28 May 1998,105 min,105.0,Drama,Drama,Unknown,7.2,7.2,141,0.0,0.0,1.0,1 win,Safi Faye,"Magou Seck, Isseu Niang, Moustapha Yade","Mossane is a beautiful 14-year-old girl who has just reached marriageable age in a village in Senegal. She has many suitors, including a simple-minded farmer's son who plans to drag her away. Even her own brother Ngor is in love with her. However she is in love with Fara, a poor student who has returned to the village, while the university is on strike. At birth, she had been promised in marriage to Diogoye, who went away to work in France. Diogoye, who supplied her parents with many things over the years, has now sent a dowry, and asked that she be married to him in the village in his absence; she would then be sent to France.",Wolof,"Germany, Senegal",tt0117088,movie,N/A,N/A,N/A,emotional,medium,intimate,"love, family",female,linear,neutral,minimal,original,low,minimal,medium,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
